time,high,low,open,volumefrom,volumeto,close,top_tier_volume_quote,top_tier_volume_base,top_tier_volume_total,cccagg_volume_quote,cccagg_volume_base,cccagg_volume_total,total_volume_quote,total_volume_base,total_volume_total,zero_balance_addresses_all_time,unique_addresses_all_time,new_addresses,active_addresses,transaction_count,transaction_count_all_time,large_transaction_count,average_transaction_value,block_height,hashrate,difficulty,block_time,block_size,current_supply,comments,posts,followers,points
2019-06-23,11285.51,10513.81,10689.54,57082.02,619160985.99,10855.99,161607683.14,878111331.51,1039719014.66,668921193.57,2070895992.27,2739817185.84,1736896847.6,5921749460.15,7658646307.76,510984975,536842500,425160,932668,380088,427577815,14343,2.63840677561199,582117,66786714.6536345,7409399249090.25,476.488888888889,1179403,17776446.0449724,81657,32608,65227,3262520
2019-06-24,11100.92,10555.71,10855.99,52118.36,565444720.43,11035.74,157584572.22,831100710.11,988685282.33,734621556.8,1965508747.86,2700130304.66,1796347687.32,5401447483.83,7197795171.15,511486646,537294189,451689,1002172,388342,427966157,24001,4.30348175738934,582294,65184004.8482558,7409399249090.25,488.204545454545,1215810,17778658.5449724,81666,32610,65273,3263810
2019-06-25,11778.22,10992.37,11035.74,84123.73,953962631.15,11740.34,193730831.0,812406469.48,1006137303.64,1007930126.66,2367931869.01,3375861995.66,2342419280.18,6351942929.68,8694362209.86,511895463,537757867,463678,942990,361385,428327542,27302,5.41317724330509,582440,53604784.8118422,7409399249090.25,593.662068965517,1245764,17780483.5449724,81675,32616,65335,3265600
2019-06-26,13826.76,11679.1,11740.34,211449.88,2685872365.1,12913.28,252018998.14,2371005739.46,2623024737.59,1336660057.28,5376310696.64,6712970753.91,3163599774.29,13738089324.96,16901689099.25,512353185,538288697,530830,1067038,399624,428727166,28897,4.66965892232591,582605,61018728.9180219,7409399249090.25,521.530487804878,1240848,17782546.0449724,81715,32644,65417,3268750
2019-06-27,13314.05,10335.34,12913.28,202428.68,2345027203.81,11154.09,214970943.88,2068545369.32,2283516313.2,1234100794.58,4619497216.11,5853598010.69,2863709322.25,11676429825.3,14540139147.55,512717985,538762482,473785,921095,361050,429088216,24234,4.63231139957446,582747,55718282.2987781,7868124124773.38,606.503546099291,1233317,17784321.0449724,81742,32657,65480,3270920
2019-06-28,12433.0,10772.75,11154.09,120700.97,1408438810.31,12355.06,166440057.9,1126401108.25,1292841163.05,899595894.16,2853100776.43,3752696670.58,2090214094.56,7739409815.6,9829623913.26,513216779,539262511,500029,1039984,407094,429495310,23708,3.60514231514466,582910,64901570.2415244,7934713219630.61,525.092592592592,1255488,17786358.5449724,81747,32662,65516,3271995
2019-06-29,12362.9,11352.27,12355.06,81875.16,968516834.6,11884.1,186960235.12,968295753.23,1155255988.35,1050008796.76,2484109295.87,3534118095.81,2365123521.54,6818497529.2,9183621050.74,513664308,539663046,400535,892393,356682,429851992,15506,3.86886240043086,583084,68814995.5551941,7934713219630.61,495.231213872832,1148651,17788533.5449724,81760,32667,65578,3273800
2019-06-30,12200.02,10677.83,11884.1,80893.36,917158052.37,10769.05,153297579.44,1120000343.67,1273297923.11,951212210.11,2458938732.96,3410150943.07,2140895453.74,7054466062.14,9195361515.87,513999739,540008282,345236,710855,330731,430182723,17572,5.77731043755557,583236,60110261.7832155,7934713219630.61,566.94701986755,1003498,17790433.5449724,81764,32671,65615,3274865
2019-07-01,11207.0,10006.43,10769.05,115739.97,1225129699.57,10591.87,156216721.57,937142170.33,1093358891.9,913715525.34,2378063636.75,3291779162.09,2109367143.84,7125851676.51,9235218820.35,514369032,540419811,411529,862809,336862,430519585,23132,6.23565864973016,583379,56273145.2272923,7934713219630.61,605.605633802817,1263033,17792221.0449724,81767,32675,65652,3275920
2019-07-02,10927.6,9678.1,10591.87,120994.95,1239524970.43,10844.13,153895081.36,1047116173.61,1201011252.05,975644663.69,2510503235.75,3486147899.44,2179477545.23,6881810245.6,9061287787.91,514798268,540876644,456833,925034,373409,430892994,21854,3.93726580974864,583537,62143782.7090991,7934713219630.61,548.394904458598,1239986,17794196.0449724,81779,32681,65688,3277090
2019-07-03,12009.59,10841.91,10844.13,115565.16,1313585829.89,11981.61,140944409.24,836236623.35,977181032.59,975613355.99,2072110300.58,3047723656.56,2157761000.55,6121307581.39,8279068581.94,515245832,541326523,449879,928004,397554,431290548,23943,4.28657764653433,583709,67513538.1979025,7934713219630.61,504.777777777778,1186933,17796346.0449724,81784,32686,65725,3278190
2019-07-04,12055.11,11067.68,11981.61,71141.03,831236841.56,11156.52,144137839.71,632834598.28,776972437.99,791626769.04,1622230662.41,2413857431.45,1771897893.64,4947195437.99,6719093331.63,515652566,541740677,414154,853837,370704,431661252,22403,3.38256160249603,583876,65753514.8974974,7934713219630.61,518.289156626506,1139688,17798433.5449724,81787,32694,65755,3279170
2019-07-05,11435.38,10787.94,11156.52,66066.75,734424868.07,10993.25,127516972.49,600501625.01,728018597.5,801222872.45,1684812002.31,2486034874.76,1757974370.36,4958689794.83,6716664165.18,516020384,542140654,399977,854082,378453,432039705,18578,4.13273243532671,584065,74252077.404365,7934713219630.61,458.968085106383,1027819,17800796.0449724,81797,32697,65779,3279945
2019-07-06,11709.27,10985.4,10993.25,48172.2,549769169.13,11248.94,128623551.36,511413182.72,640036734.08,704848535.11,1457242760.23,2162091295.33,1590929302.21,4476215358.67,6067144660.88,516335725,542516427,375773,711108,348674,432388379,13093,2.02319773300725,584243,70499077.6199371,7934713219630.61,483.401129943503,897182,17803021.0449724,81804,32702,65812,3280965
2019-07-07,11605.43,11109.42,11248.94,36847.21,418161890.29,11474.28,144765196.65,645854109.17,790619308.89,724438934.06,1671459673.03,2395898607.09,1682840856.86,5275089918.04,6957930774.9,516629355,542826806,310379,637489,313273,432701652,13038,2.2926687106953,584396,61324968.1514017,7934713219630.61,555.717105263158,956807,17804933.5449724,81814,32705,65840,3281840
2019-07-08,12386.28,11339.02,11474.28,63847.27,762033323.29,12296.16,147102334.04,806423013.25,953525350.42,814460085.82,1898126273.45,2712586359.27,1870736609.2,5746536894.9,7617273504.1,517020406,543252783,425977,863272,378966,433080618,21770,7.02619374664287,584574,71689688.4909505,7934713219630.61,475.372881355932,1064795,17807158.5449723,81831,32709,65879,3283085
2019-07-09,12808.06,12117.31,12296.16,79607.47,993891866.34,12567.02,147252257.67,732702730.5,879954988.17,761750653.82,2144331007.07,2906081660.89,1709176940.87,6190341004.71,7899517948.67,517403164,543678784,426001,846357,365588,433446206,23570,6.67904232901671,584728,65549233.1271835,8587445349569.64,562.673202614379,1155262,17809083.5449724,81843,32717,65909,3284155
2019-07-10,13183.73,11569.94,12567.02,124523.09,1554955347.89,12099.12,171129611.69,1052070367.61,1223199976.41,934874157.71,3114251948.48,4049126106.18,2112632485.68,7855641669.36,9968274157.93,517740367,544078965,400181,820440,315664,433761870,24048,7.29463549250244,584857,58039910.5784534,9064159826491.41,670.75,1270236,17810696.0449724,81879,32729,65939,3285565
2019-07-11,12099.91,11002.39,12099.12,102929.11,1185222449.66,11343.12,143943103.13,939225252.76,1083168358.57,814289423.96,2458223974.8,3272513401.44,1836158358.09,7341935217.93,9178093576.01,518081903,544468651,389686,804123,325776,434087646,21955,9.08483644552361,584986,58764057.6738095,9064159826491.41,662.484375,1253025,17812308.5449724,81885,32734,65971,3286550
2019-07-12,11931.91,11096.61,11343.12,55994.89,647690095.15,11797.37,125980386.57,527491351.75,653471738.33,717745478.57,1684144197.81,2401889676.38,1628820017.83,4916349843.21,6545169861.04,518519479,544892472,423821,940406,360899,434448545,16860,6.76167267185675,585150,73998111.0308687,9064159826491.41,526.098159509202,1232422,17814358.5449724,81894,32739,66007,3287665
2019-07-13,11835.87,10827.53,11797.37,59187.84,668325183.28,11363.97,70838968.4,419787173.92,490626142.32,661146378.55,1483767160.91,2144913542.15,1487721572.14,4371560427.46,5859281999.6,518840541,545217126,324654,687624,304545,434753090,13097,5.16461157822302,585291,65350573.1758953,9064159826491.41,595.714285714286,1048582,17816121.0449724,81896,32742,66042,3288635
2019-07-14,11447.92,10118.85,11363.97,76310.21,814667763.32,10204.41,125100307.52,951661486.92,1076761794.44,714033791.61,2393543612.17,3107577403.78,1636847354.0,6366426949.27,8003274303.27,519128653,545514533,297407,625446,303287,435056377,12148,5.14981956028946,585436,65850969.4817594,9064159826491.41,591.1875,952888,17817933.5449724,81910,32752,66075,3289850
2019-07-15,11070.18,9877.02,10204.41,92742.77,965178341.63,10850.26,150384974.8,1188019293.22,1338404268.02,688223594.17,2942671815.01,3630895409.18,1590725168.95,7831579246.95,9422304415.91,519480798,545909711,395178,791104,349111,435405488,19098,5.24912647198364,585582,66187758.2835653,9064159826491.41,588.179310344828,1136103,17819758.5449724,81919,32761,66097,3290715
2019-07-16,11025.76,9366.82,10850.26,113537.84,1140137759.72,9423.44,143727748.6,1074437116.74,1218164863.35,794321196.71,2449069286.28,3243390481.0,1859198621.89,7745233513.37,9604432137.25,519858325,546321310,411599,819215,363337,435768825,22327,6.76908144274159,585744,74123956.0219036,9064159826491.41,525.204968944099,1098875,17821783.5449724,81935,32773,66122,3291800
2019-07-17,9982.24,9086.51,9423.44,101032.08,965256823.84,9696.15,149916758.38,986956448.55,1136873206.93,840655044.91,2389927801.46,3230582846.37,1867984096.88,6306114163.27,8174098258.04,520199727,546706018,384708,768199,324892,436093717,25129,5.84289824585588,585877,60776029.7411764,9064159826491.41,640.55303030303,1153724,17823446.0449724,81956,32778,66141,3292610
2019-07-18,10776.54,9292.61,9696.15,102443.07,1033842556.65,10638.35,94066163.64,763393283.59,857459444.97,785359829.5,2522707785.82,3308067615.32,1713601276.52,6431910691.06,8145511967.58,520495027,547071693,365675,764256,315745,436409462,25108,15.8651965393482,585998,55156348.4670207,9064159826491.41,705.816666666667,1261034,17824958.5449723,81956,32781,66165,3293285
2019-07-19,10757.41,10135.16,10638.35,62995.33,658190962.53,10532.94,118208264.71,497021547.18,615229811.89,687305759.09,1878100788.01,2565406547.1,1517688868.32,5052480305.55,6570169173.86,520832384,547441898,370205,763382,299891,436709353,18642,4.37908089783081,586116,53381011.7828849,9064159826491.41,729.290598290598,1262904,17826433.5449724,81964,32789,66184,3294040
2019-07-20,11094.32,10379.19,10532.94,56766.57,608954333.23,10759.42,112229162.59,469698096.04,581927258.63,693989850.04,1946065284.08,2640055131.82,1610981514.53,5352219068.96,6963200583.49,521200435,547783589,341691,750063,323002,437032355,15640,2.76246874793785,586293,79611079.1100632,9064159826491.41,489.005681818182,1047570,17828646.0449724,81958,32782,66214,3294555
2019-07-21,10833.99,10329.89,10759.42,38379.41,405339891.1,10586.71,100426632.38,389911735.57,490338367.94,623897019.28,1784589317.73,2408486337.01,1382550392.07,4781002034.79,6163552429.12,521464474,548064017,280428,569001,283934,437316289,11821,3.76482044027228,586442,66768025.1585702,9064159826491.41,583.067567567567,887190,17830508.5449724,81958,32784,66234,3295105
2019-07-22,10676.6,10072.07,10586.71,50574.02,524442852.25,10325.87,109939029.9,440816061.31,550755091.21,650723744.0,1616281931.25,2267005675.25,1535055666.51,30362253358.74,31897309025.24,521789462,548419215,355198,731341,319399,437635688,18549,18.8891289734976,586600,71413326.7110441,9064159826491.41,545.140127388535,1004485,17832483.5449723,81964,32789,66247,3295615
2019-07-23,10328.44,9820.61,10325.87,52754.02,529438124.08,9854.15,108307558.6,424898174.65,533205733.24,711889436.04,1636702324.53,2348591760.56,1717117190.0,4694790700.14,6411907892.25,522141118,548791614,372399,737011,320352,437956040,13650,3.77304464565902,586743,63978547.1178075,9033161130737.73,606.408450704226,1103765,17834271.0449724,81966,32791,66270,3296260
2019-07-24,9920.54,9535.78,9854.15,54750.78,531611909.42,9772.14,113244958.93,526938118.23,640183077.15,769383961.97,1888273088.45,2657657048.25,1734234605.1,5085872175.55,6820106782.82,522526209,549130400,338786,741865,295589,438251629,16115,5.11924688135178,586882,62732151.8494772,9013786945891.68,617.130434782609,1107293,17836008.5449724,81970,32793,66284,3296700
2019-07-25,10184.43,9744.7,9772.14,40285.56,403576364.36,9882.43,96054914.47,407793505.25,503848417.52,667951868.79,1478296914.42,2146248783.2,1496896849.17,4250930586.89,5747827436.06,522926766,549533294,402894,802462,336536,438588165,16794,5.88727840735351,587032,66954999.8457599,9013786945891.68,578.208053691275,1133330,17837883.5449724,81972,32796,66332,3297995
2019-07-26,9890.05,9668.52,9882.43,31960.31,312717110.04,9847.45,93405095.92,881829113.79,975234209.71,594721391.51,1165671200.3,1760392591.8,1347429788.12,3999054213.67,5346484001.79,523285900,549923833,390539,777937,319612,438907777,14100,3.07484634061769,587198,74715443.2895868,9013786945891.68,518.151515151515,957042,17839958.5449724,81979,32799,66362,3298890
2019-07-27,10202.95,9310.47,9847.45,53081.42,512612117.07,9478.32,89646495.18,415741526.76,505388021.94,595562185.06,1298500724.81,1894062909.87,1395227722.62,3781831210.14,5177058932.75,523569246,550235419,311586,610543,283892,439191669,12357,2.14487661715881,587350,68570848.0974428,9013786945891.68,564.582781456953,858096,17841858.5449724,81979,32800,66387,3299540
2019-07-28,9591.52,9135.64,9478.32,28313.55,267243770.14,9531.77,87404006.99,326138656.99,413542663.99,561963703.35,1123229695.95,1685193399.31,1337836303.99,3229131348.87,4566967650.75,523831928,550510205,274786,556661,272974,439464643,10484,1.76828553878908,587525,79127722.044316,9013786945891.68,489.258620689655,703646,17844046.0449724,81981,32801,66400,3299910
2019-07-29,9717.69,9386.9,9531.77,31434.4,299936368.39,9506.93,96245872.51,314944025.8,411189898.31,630241539.41,1123182791.71,1753424331.12,1457375366.6,3238231822.51,4695607189.11,524205210,550876717,366512,753702,333619,439798262,13864,7.87517540595781,587693,76047151.88123,9013786945891.68,509.077844311377,960283,17846146.0449723,81981,32802,66422,3300485
2019-07-30,9749.53,9391.78,9506.93,28856.19,276402322.56,9595.52,88670260.42,269916613.53,358586876.05,633680486.01,1183336429.98,1817016915.99,1417305732.29,3201686641.24,4618992373.53,524574142,551260213,383496,770270,328375,440126637,17294,6.41349986324787,587835,63780601.0462818,9013786945891.68,606.985815602837,1168352,17847921.0449724,81982,32804,66436,3300895
2019-07-31,10123.94,9581.6,9595.52,42030.01,416343142.53,10089.25,102203947.75,321439592.2,423643539.95,687646110.26,1375831108.48,2063477220.92,1536001510.35,3611310606.46,5147312116.8,524972323,551663414,403201,804228,361337,440487974,19101,4.34416837001962,588006,76712160.9545278,9013786945891.68,504.664705882353,1007365,17850058.5449724,81983,32809,66465,3301755
2019-08-01,10488.81,9890.49,10089.25,43505.11,442037342.05,10409.79,96852699.42,294539041.59,391391741.01,648909900.58,1168348576.79,1817258475.2,1455142114.71,3208024640.3,4663166752.83,525359542,552054279,390865,784671,335943,440823917,19021,2.99715761620474,588148,63665299.0499886,9013786945891.68,608.085106382979,1150850,17851833.5449724,81984,32810,66493,3302490
2019-08-02,10666.64,10340.82,10409.79,44213.09,463688251.79,10528.99,99796225.5,324686926.85,424483152.35,656141713.71,1305328402.46,1961470116.17,1454429664.85,3556532394.48,5010962059.33,525742677,552446320,392041,803424,349556,441173473,15757,2.24119342214655,588317,75891932.1409611,9013786945891.68,510.119047619048,1033215,17853946.0449723,81986,32815,66510,3303060
2019-08-03,10915.0,10509.35,10528.99,34102.93,367536516.75,10820.41,83502166.1,265096595.73,348598759.61,576536062.7,1099056054.3,1675592117.0,1286866849.7,3155075569.95,4441942419.64,526055304,552783063,336743,653484,327588,441501061,12234,1.6963111607133,588490,77318156.3951515,9013786945891.68,500.709302325581,847532,17856108.5449724,81990,32818,66529,3303650
2019-08-04,11074.95,10572.24,10820.41,39795.33,431699306.35,10978.91,83633125.78,218952982.59,302586106.15,596935701.39,1088646442.01,1685582143.4,1325376169.36,3150994132.42,4476370301.78,526350189,553082569,299506,609533,298805,441799866,12432,1.91308313839166,588657,74480045.7111773,9013786945891.68,519.789156626506,825016,17858196.0449724,81994,32819,66548,3304190
2019-08-05,11945.38,10978.89,10978.91,74748.53,870917186.96,11807.96,114037330.87,535531386.11,649568716.98,720318306.92,1827430725.14,2547749032.07,1633031252.32,5229008862.47,6862040114.79,526736359,553490364,407795,820648,339136,442139002,21232,6.01134568632319,588800,70406155.1631253,9890230141833.33,603.330985915493,1179503,17859983.5449724,82003,32825,66570,3304980
2019-08-06,12316.85,11224.1,11807.96,80694.71,949534020.01,11467.1,109230315.0,532509021.38,641739336.39,681396484.64,1707551688.02,2388948170.4,1552954227.26,4792804986.14,6345759213.4,527170173,553927858,437494,885062,368348,442507350,20142,4.57726619860705,588961,80524307.9435208,9985348008059.55,532.59375,1145295,17861996.0449723,82008,32827,66591,3305605
2019-08-07,12138.55,11393.98,11467.1,70893.9,834719365.81,11974.28,105269255.87,417466540.88,522735796.74,626490998.52,1386930662.66,2013421661.18,1428750750.61,3989161685.39,5417912436.0,527567834,554333750,405892,871200,370909,442878259,16852,2.31498396234694,589114,76207446.2980684,9985348008059.55,562.763157894737,1134389,17863908.5449723,82017,32831,66616,3306420
2019-08-08,12042.87,11498.04,11974.28,49871.24,588463519.89,11982.8,105893566.06,366238298.18,472131864.24,619968314.48,1302336306.41,1922304620.89,1422289481.61,3762908000.28,5185197484.1,528012160,554736370,402620,846611,336181,443214440,17843,4.29537712526716,589256,70667649.665362,9985348008059.55,606.879432624113,1239356,17865683.5449724,82030,32834,66635,3307100
2019-08-09,12027.57,11674.06,11982.8,39230.82,464214586.73,11865.21,103017240.23,393269860.16,496287100.39,605308727.47,1527351475.71,2132660203.18,1412301372.31,4427259454.11,5839560826.41,528376219,555120639,384269,773649,341125,443555565,19862,3.95317355175528,589403,72912856.8812474,9985348008059.55,588.191780821918,1156579,17867521.0449723,82043,32846,66645,3307780
2019-08-10,11971.35,11232.42,11865.21,40869.27,470049694.45,11293.59,100042488.9,347530116.4,447572603.24,671748823.72,1367264705.86,2039013529.58,1551809785.26,3967235010.28,5519044795.54,528682838,555440430,319791,639080,304138,443859703,18122,5.74196148763897,589554,75358887.9525471,9985348008059.55,569.1,910549,17869408.5449724,82047,32848,66657,3308170
2019-08-11,11584.35,11119.32,11293.59,25734.51,292814721.19,11549.06,84986894.69,316896689.34,401883584.04,625722170.02,1235029722.58,1860751892.6,1443561229.65,3690126960.26,5133688189.91,528953192,555734183,293753,573508,273280,444132983,14170,2.13118345129914,589707,75713546.8458823,9985348008059.55,566.434210526316,791410,17871321.0449723,82051,32849,66684,3308910
2019-08-12,11554.74,11240.38,11549.06,20181.72,229908138.9,11387.41,79835594.17,217012704.78,296848298.94,601759805.4,1124273959.99,1726033765.39,1382486164.34,3406228055.42,4788714219.76,529259864,556053037,318854,683471,297446,444430429,16224,3.73509109886931,589840,66489512.7394338,9985348008059.55,645.015151515152,1035999,17872983.5449724,82057,32852,66705,3309570
2019-08-13,11439.48,10765.3,11387.41,43742.98,483240069.77,10872.0,88083238.93,291744843.13,379828084.15,469166570.63,1261375940.22,1730542512.94,1139054961.93,3809179455.36,4948234417.29,529740425,556454477,401440,916637,370747,444801176,19992,3.45990217675444,589997,79390679.2238367,9985348008059.55,540.198717948718,1189568,17874946.0449724,82066,32854,66715,3309960
2019-08-14,10873.44,9924.58,10872.0,70125.86,728247545.72,10031.89,90413158.67,527843545.07,618256703.74,517162285.56,1682521539.44,2199683825.0,1261600087.05,4816135102.91,6077735189.95,530137909,556842146,387669,787817,359997,445161173,24419,3.97442079789398,590149,76056399.7510508,9985348008059.55,563.880794701987,1139712,17876846.0449724,82076,32862,66739,3310860
2019-08-15,10451.61,9497.12,10031.89,84438.15,842979140.9,10308.51,82627403.37,553929727.43,636557130.8,504054026.27,1883349640.61,2387403666.87,1239186987.7,5461601990.49,6700788978.19,530498505,557219028,376882,740777,355644,445516817,25645,4.22392618995698,590306,77744836.7773162,9985348008059.55,551.634615384615,1066146,17878808.5449724,82085,32868,66756,3311525
2019-08-16,10544.97,9764.32,10308.51,62357.48,635040831.46,10360.43,74004620.36,386544186.94,460548807.3,470369371.31,1447672251.14,1918041622.45,1091209827.98,4338243260.64,5429453088.63,530821922,557577334,358306,716590,323625,445840442,16660,3.05680407053163,590453,72875517.8949489,9985348008059.55,588.493150684931,1035984,17880646.0449724,82101,32872,66761,3311910
2019-08-17,10474.64,10010.76,10360.43,24470.79,251018339.59,10220.75,70531335.98,217900831.55,288432167.53,425072811.16,1019111502.16,1444184313.32,995151938.8,3322954482.99,4318106419.93,531095540,557886130,308796,597735,288256,446128698,16386,5.56605163562046,590581,64501271.6182931,9985348008059.55,664.897637795275,996770,17882246.0449724,82116,32880,66777,3312660
2019-08-18,10512.89,10079.46,10220.75,21614.15,223456175.83,10326.25,69881410.24,284633166.15,354514576.39,439846031.9,1191267889.48,1631113921.38,1022541490.66,3683893745.98,4706435236.63,531350960,558174094,287964,559206,276365,446405063,14673,3.49604047379303,590707,64014474.1476737,10016798869143.8,672.064,949509,17883821.0449724,82133,32886,66787,3313230
2019-08-19,10937.26,10278.31,10326.25,39936.81,426168059.98,10922.16,70671412.5,303920564.64,374591975.12,444156375.04,1176635973.53,1620792348.57,1045491224.42,3563428418.26,4608919642.68,531702270,558540525,366431,727138,330473,446735536,13817,2.64225780168198,590870,82939429.5225332,10183488432890.0,527.345679012345,938905,17885858.5449724,82148,32889,66805,3313905
2019-08-20,10956.06,10576.37,10922.16,30891.56,332208752.04,10770.76,66228733.33,290890253.43,357118986.76,414087174.57,1235881123.1,1649968297.67,1004760291.63,3867135058.75,4871895348.41,532062277,558915244,374719,776189,333304,447068840,15813,29.2484497555512,591023,77959332.1332298,10183488432890.0,561.032894736842,1077213,17887771.0449724,82164,32896,66814,3314465
2019-08-21,10805.7,9870.07,10770.76,57446.51,584554031.67,10131.67,73649672.78,454965408.16,528615080.94,436676665.68,1374739772.46,1811416440.01,1102285806.94,4714058241.34,5816344048.28,532386808,559292248,377004,791958,308808,447377648,19509,79.4301648631782,591159,69036996.3063754,10183488432890.0,633.54074074074,1188414,17889471.0449724,82168,32902,66828,3315005
2019-08-22,10231.99,9777.06,10131.67,38005.1,380411207.72,10104.11,82008095.39,333368726.01,415376821.4,460279671.0,1303563890.51,1763843561.5,1197646031.43,4079286414.04,5276932443.57,532751230,559672648,380400,848259,322453,447700101,12927,36.3470530473266,591300,71428562.7345725,10183488432890.0,612.328571428571,1241886,17891233.5449724,82173,32905,66843,3315505
2019-08-23,10468.14,10053.67,10104.11,31466.97,324471966.33,10410.49,81667573.43,272638797.54,354306370.97,447084455.01,1172602746.31,1619687201.31,1184550675.84,3583940409.16,4768491086.95,533140175,560067918,395270,815080,340220,448040321,13388,2.00033232679851,591453,77458847.5360656,10183488432890.0,564.657894736842,1095520,17893146.0449724,82178,32906,66861,3316030
2019-08-24,10430.99,9911.2,10410.49,28068.47,283755017.73,10150.07,76063543.19,217055536.99,293119082.08,421257787.07,1077918194.37,1499175981.44,1047822926.51,3321303408.18,4369126332.78,533538114,560385650,317732,726337,304481,448344802,11505,1.49041369102279,591613,80883729.9198018,10183488432890.0,540.748427672956,977127,17895146.0449724,82179,32907,66871,3316315
2019-08-25,10353.95,9907.03,10150.07,25686.72,259448931.12,10141.75,69301473.26,193281503.44,262582976.7,407274417.85,1007416934.53,1414691352.38,1026308696.46,3142689627.25,4168998321.84,533786615,560666300,280650,546990,288934,448633736,8136,2.04057134393689,591768,79060207.8252776,10183488432890.0,553.220779220779,804201,17897083.5449724,82169,32910,66880,3316515
2019-08-26,10626.93,10141.75,10141.75,42155.28,437989368.7,10364.91,73620680.7,290782879.04,364403561.63,426903589.88,1267433974.88,1694337566.64,1061255276.45,3862215956.53,4923471232.99,534157487,561045695,379395,771525,318219,448951955,14086,3.26273889633429,591905,69518307.3671493,10183488432890.0,629.154411764706,1170414,17898796.0449724,82170,32916,66899,3317150
2019-08-27,10381.92,10038.26,10364.91,26481.68,269489962.47,10175.47,64631979.26,182175841.79,246807819.17,394366233.38,983982915.09,1378349150.34,983561526.4,3110763300.31,4094324826.71,534533951,561429444,383749,753395,325984,449277939,15127,2.75737063406087,592040,68075900.1348915,10183488432890.0,642.485074626866,1159739,17900483.5449724,82172,32918,66909,3317470
2019-08-28,10281.59,9600.83,10175.47,49145.33,486936428.33,9722.83,76608421.65,370510616.82,447119038.47,414609512.05,1274135521.39,1688745035.17,1066876059.29,4078345924.71,5145221984.0,534894954,561801133,371689,738073,341200,449619139,14594,2.60784583843285,592191,77137074.5751837,10183488432890.0,567.013333333333,1038467,17902371.0449724,82185,32920,66921,3317950
2019-08-29,9724.52,9344.69,9722.83,42711.51,406305621.25,9492.81,73815347.11,314979122.92,388794470.03,456293906.09,1253857215.65,1710151123.43,1163921917.64,4020601051.73,5184522971.06,535269431,562183834,382701,761717,346734,449965873,18062,2.57116889501229,592356,83309999.578013,10183488432890.0,525.0,995517,17904433.5449724,82198,32929,66931,3318555
2019-08-30,9699.85,9368.27,9492.81,28941.49,276606372.89,9587.25,63661527.12,248945537.91,312607065.03,363639616.91,972257495.19,1335897112.11,965804533.43,3348019270.68,4313823804.1,535638639,562560077,376243,756677,349200,450315073,19255,2.40365236531503,592516,81060031.4105586,10183488432890.0,539.572327044025,1005411,17906433.5449724,82204,32928,66948,3319015
2019-08-31,9714.11,9512.03,9587.25,15427.47,148320616.41,9624.54,64803204.09,214787587.04,279590791.13,395852429.73,1000995019.76,1396847447.77,1516919650.16,3327560072.42,4844479722.58,535938056,562888582,328505,636292,342195,450657268,13938,2.28419673374526,592682,84203307.9766338,10183488432890.0,519.430303030303,874326,17908508.5449724,82207,32930,66962,3319445
2019-09-01,9823.53,9578.66,9624.54,15485.86,149995549.7,9768.36,57923116.44,250887872.73,308810989.18,367303103.49,881065891.31,1248368994.79,1676401260.18,3086062550.12,4762463810.3,536215744,563184422,295840,591637,285468,450942736,15616,3.02551265257454,592825,76182714.3246345,10685572378039.8,602.422535211268,885620,17910296.0449724,82211,32934,66972,3319835
2019-09-02,10459.0,9764.76,9768.36,42504.5,429220162.8,10387.5,59179123.37,289073292.45,348252414.03,389420577.9,1188068611.26,1577489187.37,1647225506.95,3872001881.72,5519227388.67,536581668,563556087,371665,750534,327248,451269984,13377,2.83894133350056,592974,81865057.3367487,10771996663680.4,565.141891891892,1055764,17912158.5449724,82224,32935,66982,3320240
2019-09-03,10773.27,10296.3,10387.5,52101.71,550564712.84,10625.1,58843240.24,401315679.99,460158920.23,405793929.25,1240066788.26,1645860719.3,1219958935.34,4070667199.39,5290626134.73,536979272,563981704,425617,825786,370631,451640615,18247,2.80743577744188,593138,88011388.9414708,10771996663680.4,525.674846625767,1088154,17914208.5449724,82226,32941,67002,3320910
2019-09-04,10827.14,10392.88,10625.1,41229.09,436210232.43,10585.2,51673162.22,271492580.18,323165742.41,381467630.84,966747398.71,1348215027.8,1044151617.64,3241775715.24,4285927332.87,537363727,564369508,387804,770403,324741,451965356,15114,3.72064409929316,593274,72608146.9260104,10771996663680.4,637.192592592592,1177994,17915908.5449724,82227,32948,67016,3321445
2019-09-05,10659.6,10475.88,10585.2,23957.29,253210793.56,10556.16,61565414.3,369876385.84,431441800.14,382058669.62,947848124.6,1329906795.95,1072292851.61,3316495770.35,4388788620.22,537739068,564764009,394501,762227,352410,452317766,17529,3.52610706547981,593439,89440680.3346936,10771996663680.4,517.274390243902,1020782,17917971.0449724,82233,32953,67029,3321955
2019-09-06,10938.39,10228.17,10556.16,54409.77,577987384.8,10309.91,57770784.36,589262576.33,647033360.69,382108668.51,1267554008.55,1649662677.06,1089490493.96,4253983852.56,5343474348.2,538128264,565179870,415861,816899,365531,452683297,21378,3.22462853720658,593597,84683745.9037839,10771996663680.4,546.331210191083,1091438,17919946.0449724,82236,32956,67042,3322385
